date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint
2026-01-15,Dia Mundial do Compositor,behavior,arte|comportamental|música|maturidade,BR,,,annual,45,50,DIA_MUNDIAL_DO_COMPOSITOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-16,Dia do Cortador de Cana-de-Açúcar,behavior,profissão|trabalhista|agricultura|rural,BR,,,annual,45,50,DIA_DO_CORTADOR_DE_CANA_DE_A_CAR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-17,Dia dos Tribunais de Contas do Brasil,behavior,institucional|justiça|fiscalização|transparência,BR,,,annual,45,50,DIA_DOS_TRIBUNAIS_DE_CONTAS_DO_BRASIL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-18,Dia da Manicure,behavior,profissão|beleza|estética|cuidado,BR,,,annual,45,50,DIA_DA_MANICURE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-19,Dia Oficial do Cabeleireiro,behavior,profissão|saúde|culinária|beleza|terapia|gastronomia,BR,,,annual,45,50,DIA_OFICIAL_DO_CABELEIREIRO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-19,Dia do Terapeuta Ocupacional,behavior,profissão|saúde|culinária|beleza|terapia|gastronomia,BR,,,annual,45,50,DIA_DO_TERAPEUTA_OCUPACIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-19,Dia Internacional do Queijo Quark,behavior,profissão|saúde|culinária|beleza|terapia|gastronomia,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_QUEIJO_QUARK,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-20,Dia do Farmacêutico,behavior,profissão|saúde|natureza|medicina|maternidade|fauna,BR,,,annual,45,50,DIA_DO_FARMAC_UTICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-20,Dia da Parteira Tradicional,behavior,profissão|saúde|natureza|medicina|maternidade|fauna,BR,,,annual,45,50,DIA_DA_PARTEIRA_TRADICIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-20,Dia do Pinguim,behavior,profissão|saúde|natureza|medicina|maternidade|fauna,BR,,,annual,45,50,DIA_DO_PINGUIM,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-21,Dia do Esquilo,cultural,natureza|moda|religioso|fauna|vestuário|fé,BR,,,annual,60,65,DIA_DO_ESQUILO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-21,Dia Internacional do Moletom,cultural,natureza|moda|religioso|fauna|vestuário|fé,BR,,,annual,60,65,DIA_INTERNACIONAL_DO_MOLETOM,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-21,Dia Mundial da Religião,cultural,natureza|moda|religioso|fauna|vestuário|fé,BR,,,annual,60,65,DIA_MUNDIAL_DA_RELIGI_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-22,Dia de Santo André,cultural,religioso|católico|santo,BR,,,annual,60,65,DIA_DE_SANTO_ANDR_,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-23,Dia Internacional da Medicina Integrativa,international,saúde|internacional|medicina|holístico,BR,,,annual,45,50,DIA_INTERNACIONAL_DA_MEDICINA_INTEGRATIVA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-24,Dia Mundial da Educação,behavior,educação|institucional|previdência|ensino|direito|aposentadoria,BR,,,annual,45,50,DIA_MUNDIAL_DA_EDUCA_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-24,Dia da Constituição,behavior,educação|institucional|previdência|ensino|direito|aposentadoria,BR,,,annual,45,50,DIA_DA_CONSTITUI_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-24,Dia da Previdência Social,behavior,educação|institucional|previdência|ensino|direito|aposentadoria,BR,,,annual,45,50,DIA_DA_PREVID_NCIA_SOCIAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-24,Dia Nacional dos Aposentados,behavior,educação|institucional|previdência|ensino|direito|aposentadoria,BR,,,annual,45,50,DIA_NACIONAL_DOS_APOSENTADOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-24,Dia Internacional da Educacao,international,educacao|institucional,BR,,,annual,40,40,DIA_INTERNACIONAL_DA_EDUCACAO,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-01-25,Aniversario de Sao Paulo,regional,regional|varejo|comunidade,BR,SP,Sao Paulo,annual,45,55,ANNIV_SAO_PAULO_2026,peak,city,orgulho local|historia|beneficios na regiao,Confira,Instagram|Facebook,Data municipal (expansivel por base plugavel),Curadoria regional (exemplo)
2026-01-25,Dia do Carteiro,behavior,profissão|histórico|correios|cidade,BR,,,annual,45,50,DIA_DO_CARTEIRO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-25,Fundação de São Paulo,behavior,profissão|histórico|correios|cidade,BR,,,annual,45,50,FUNDA_O_DE_S_O_PAULO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-26,Dia da Gula,cultural,comportamental|religioso|pecado|reflexão,BR,,,annual,60,65,DIA_DA_GULA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-27,Dia do Orador,behavior,profissão|memória|comunicação|história,BR,,,annual,45,50,DIA_DO_ORADOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-27,Dia Internacional em Memória às Vítimas do Holocausto,behavior,profissão|memória|comunicação|história,BR,,,annual,45,50,DIA_INTERNACIONAL_EM_MEM_RIA_S_V_TIMAS_DO_HOLOCAUSTO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-28,Dia do Portuário,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_DO_PORTU_RIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-28,Dia Internacional da Privacidade de Dados,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_INTERNACIONAL_DA_PRIVACIDADE_DE_DADOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-28,Dia Internacional do Lego,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_LEGO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-29,Dia Nacional da Visibilidade Trans,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_NACIONAL_DA_VISIBILIDADE_TRANS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-29,Dia Internacional do Hanseniano,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_HANSENIANO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-30,Dia do Quadrinho Nacional,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_QUADRINHO_NACIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-30,Dia do Engenheiro Ambiental,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_ENGENHEIRO_AMBIENTAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-30,Dia da Saudade,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DA_SAUDADE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-01-31,Dia Mundial do Mágico,behavior,arte|entretenimento|ilusionismo|show,BR,,,annual,45,50,DIA_MUNDIAL_DO_M_GICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-01,BACK_TO_SCHOOL_2026 (janela),retail,varejo|papelaria|educacao,BR,,,annual,80,80,BACK_TO_SCHOOL_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal)
2026-02-01,Dia do Publicitário,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DO_PUBLICIT_RIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-01,Dia da Apresentação de Jesus no Templo,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DA_APRESENTA_O_DE_JESUS_NO_TEMPLO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-01,Dia de Nossa Senhora dos Navegantes,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DE_NOSSA_SENHORA_DOS_NAVEGANTES,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-01,Dia Mundial das Zonas Úmidas,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_MUNDIAL_DAS_ZONAS_MIDAS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-02,Dia da Apresentação de Jesus no Templo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_APRESENTA_O_DE_JESUS_NO_TEMPLO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas
2026-02-02,Dia de Nossa Senhora dos Navegantes,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DE_NOSSA_SENHORA_DOS_NAVEGANTES,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas
2026-02-02,Dia Mundial das Zonas Úmidas,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_MUNDIAL_DAS_ZONAS_MIDAS,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas
2026-02-02,Dia Mundial dos Introvertidos,behavior,comportamental|personalidade,BR,,,annual,45,50,DIA_MUNDIAL_DOS_INTROVERTIDOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-03,Dia do Juiz de Menores,behavior,profissão|justiça|direito|infância,BR,,,annual,45,50,DIA_DO_JUIZ_DE_MENORES,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-04,Dia Mundial do Cancer,international,saude|institucional,BR,,,annual,45,45,DIA_MUNDIAL_DO_CANCER,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-02-04,Dia Mundial do Câncer,behavior,saúde|medicina|oncologia|prevenção,BR,,,annual,45,50,DIA_MUNDIAL_DO_C_NCER,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-04,Dia da Abreugrafia,behavior,saúde|medicina|oncologia|prevenção,BR,,,annual,45,50,DIA_DA_ABREUGRAFIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-05,Dia do Datiloscopista,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DO_DATILOSCOPISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-05,Dia do Dermatologista,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DO_DERMATOLOGISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-05,Dia da Borboleta-Monarca,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DA_BORBOLETA_MONARCA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_02,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica)
2026-02-06,Dia da Gratidão,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DA_GRATID_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-06,Dia de Reis,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DE_REIS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-07,Dia da Liberdade de Cultos,cultural,direitos|religioso|liberdade|fé,BR,,,annual,60,65,DIA_DA_LIBERDADE_DE_CULTOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-08,Dia do Fotógrafo,behavior,profissão|arte|visual|criativo,BR,,,annual,45,50,DIA_DO_FOT_GRAFO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-09,Dia Mundial da Pizza,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_MUNDIAL_DA_PIZZA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-09,Dia do Astronauta,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_DO_ASTRONAUTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-09,Dia do Fico,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_DO_FICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-10,Dia do Atleta Profissional,behavior,esporte|educação|gênero|atleta|ciência|mulher,BR,,,annual,45,50,DIA_DO_ATLETA_PROFISSIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-10,Dia Internacional das Mulheres e Meninas na Ciência,behavior,esporte|educação|gênero|atleta|ciência|mulher,BR,,,annual,45,50,DIA_INTERNACIONAL_DAS_MULHERES_E_MENINAS_NA_CI_NCIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-11,Dia do Controle da Poluição por Agrotóxicos,behavior,ambiental|comportamental|sustentabilidade|gratidão,BR,,,annual,45,50,DIA_DO_CONTROLE_DA_POLUI_O_POR_AGROT_XICOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
2026-02-11,Dia Internacional do Obrigado,behavior,ambiental|comportamental|sustentabilidade|gratidão,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_OBRIGADO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias
