data;evento;evento_key;codigo_evento;tipo_evento;oficial;abrangencia;territorio;cidade;periodicidade;nivel_impacto;janela_ativacao;momento_no_ano;abordagem_editorial;cta_sugerido;canais_sugeridos;formato_sugerido;tags_editoriais;score_relevancia;score_editorial
03/01/2026;Dia do Hemofílico;hemofilico;HEMOFILICO;behavior;False;national;BR;;annual;peak;DIA_DO_HEMOF_LICO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;saúde|profissão|medicina|justiça;45.0;50.0
03/01/2026;Dia do Juiz de Menores;juiz de menores;JUIZ_DE_MENORES;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_JUIZ_DE_MENORES;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;medicina|justiça;45.0;50.0
04/01/2026;Dia Nacional da Abreugrafia;abreugrafia;ABREUGRAFIA;cultural;False;national;BR;;annual;pico;DIA_DA_ABREUGRAFIA;sazonal;utilidade_publica;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
04/01/2026;Dia Mundial do Braile;braile;BRAILE;behavior;False;national;BR;;annual;peak;DIA_MUNDIAL_DO_BRAILE;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;acessibilidade|saúde|inclusão|medicina;45.0;50.0
04/01/2026;Dia Mundial do Braille;braille;BRAILLE;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
04/01/2026;Dia do Hemofílico;hemofilico;HEMOFILICO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
05/01/2026;Criação da 1ª Tipografia no Brasil;criacao da 1a tipografia no brasil;CRIACAO_DA_1A_TIPOGRAFIA_NO_BRASIL;behavior;False;national;BR;;annual;peak;CRIA_O_DA_1_TIPOGRAFIA_NO_BRASIL;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|histórico|design|gráfica;45.0;50.0
05/01/2026;Dia da Criação da Primeira Tipografia no Brasil;criacao da primeira tipografia no brasil;CRIACAO_DA_PRIMEIRA_TIPOGRAFIA_NO_BRASIL;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
05/01/2026;Dia Nacional Graças a Deus É Segunda-feira;dia nacional gracas a deus e segunda feira;DIA_NACIONAL_GRACAS_A_DEUS_E_SEGUNDA_FEIRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
05/01/2026;Janela de Salario (aprox.);janela de salario aprox;JANELA_DE_SALARIO_APROX;behavior;False;national;BR;;monthly;peak;PAYDAY_2026_01;sazonal;planejamento|lista de compras|economia;Ver ofertas;MetaAds|GoogleAds;carrossel|reels;varejo|promo|planejamento;30.0;25.0
05/01/2026;Dia de São Nepomuceno Neumann;sao nepomuceno neumann;SAO_NEPOMUCENO_NEUMANN;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
05/01/2026;Dia Nacional da Tipografia;tipografia;TIPOGRAFIA;behavior;False;national;BR;;annual;peak;DIA_NACIONAL_DA_TIPOGRAFIA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|histórico|design|gráfica;45.0;50.0
06/01/2026;Dia do Astrólogo;astrologo;ASTROLOGO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
06/01/2026;Dia da Gratidão;gratidao;GRATIDAO;cultural;False;national;BR;;annual;peak;DIA_DA_GRATID_O;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|direitos|comportamental|católico|liberdade|valores;60.0;65.0
06/01/2026;Dia da Liberdade de Culto;liberdade de culto;LIBERDADE_DE_CULTO;cultural;False;national;BR;;annual;peak;DIA_DA_LIBERDADE_DE_CULTO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|direitos|comportamental|católico|liberdade|valores;60.0;65.0
06/01/2026;Dia de Reis;reis;REIS;cultural;False;national;BR;;annual;peak;DIA_DE_REIS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|direitos|comportamental|católico|liberdade|valores;60.0;65.0
07/01/2026;Dia do Leitor;leitor;LEITOR;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
07/01/2026;Dia da Liberdade de Cultos;liberdade de cultos;LIBERDADE_DE_CULTOS;cultural;False;national;BR;;annual;peak;DIA_DA_LIBERDADE_DE_CULTOS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;direitos|religioso|liberdade|fé;60.0;65.0
07/01/2026;Dia de Não Aguentar Mais Isso;nao aguentar mais isso;NAO_AGUENTAR_MAIS_ISSO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
08/01/2026;Dia da Fotografia;fotografia;FOTOGRAFIA;behavior;False;national;BR;;annual;peak;DIA_DA_FOTOGRAFIA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|arte|visual|criativo;45.0;50.0
08/01/2026;Dia do Fotógrafo;fotografo;FOTOGRAFO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_FOT_GRAFO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;criativo;45.0;50.0
09/01/2026;Dia do Astronauta;astronauta;ASTRONAUTA;behavior;False;national;BR;;annual;peak;DIA_DO_ASTRONAUTA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;histórico|profissão|brasil|espaço;45.0;50.0
09/01/2026;Dia do Fico;fico;FICO;behavior;False;national;BR;;annual;peak;DIA_DO_FICO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;histórico|profissão|brasil|espaço;45.0;50.0
09/01/2026;Dia do Fico (em 1822);fico em 1822;FICO_EM_1822;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0
10/01/2026;Festa de São Gonçalo do Amarante;festa de sao goncalo do amarante;FESTA_DE_SAO_GONCALO_DO_AMARANTE;cultural;False;national;BR;;annual;peak;FESTA_DE_S_O_GON_ALO_DO_AMARANTE;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|católico|santo;60.0;65.0
10/01/2026;Dia de São Gonçalo de Amarante;sao goncalo de amarante;SAO_GONCALO_DE_AMARANTE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
11/01/2026;Dia do Controle da Poluição por Agrotóxicos;controle da poluicao por agrotoxicos;CONTROLE_DA_POLUICAO_POR_AGROTOXICOS;behavior;False;national;BR;;annual;peak;DIA_DO_CONTROLE_DA_POLUI_O_POR_AGROT_XICOS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;ambiental|comportamental|sustentabilidade|gratidão;45.0;50.0
11/01/2026;Dia Internacional do Obrigado;obrigado;OBRIGADO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_INTERNACIONAL_DO_OBRIGADO;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;gratidão;45.0;50.0
12/01/2026;Aniversário de Belém;aniversario de belem;ANIVERSARIO_DE_BELEM;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;;50.0;50.0
12/01/2026;Aniversário de Belém;belem;BELEM;politico_civico;1.0;municipal;PA;Belém;anual;alto;D-7;sazonal;community;saiba_mais;Instagram|Facebook;carrossel|reels;comemorativo|cultural;50.0;50.0
12/01/2026;Dia Nacional do Empresário Contábil;empresario contabil;EMPRESARIO_CONTABIL;cultural;False;national;BR;;annual;pico;DIA_DO_EMPRES_RIO_CONT_BIL;sazonal;utilidade_publica;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
13/01/2026;Dia Internacional do Leonismo;leonismo;LEONISMO;behavior;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DO_LEONISMO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;institucional|solidariedade|serviço|comunidade;45.0;50.0
13/01/2026;Dia de Realizar Seus Sonhos;realizar seus sonhos;REALIZAR_SEUS_SONHOS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
13/01/2026;Dia de Santo Hilário de Poitiers;santo hilario de poitiers;SANTO_HILARIO_DE_POITIERS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
14/01/2026;Agroshow Copagril;agroshow copagril;AGROSHOW_COPAGRIL;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;agro|tecnologia|sementes;60.0;50.0
14/01/2026;Dia do Enfermo;enfermo;ENFERMO;behavior;False;national;BR;;annual;peak;DIA_DO_ENFERMO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;militar|esporte|lazer|saúde|defesa|futebol|diversão|cuidado;45.0;50.0
14/01/2026;Dia Mundial da Lógica;logica;LOGICA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
14/01/2026;Dia Internacional da Pipa;pipa;PIPA;behavior;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DA_PIPA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;militar|esporte|lazer|saúde|defesa|futebol|diversão|cuidado;45.0;50.0
14/01/2026;Dia do Sargento;sargento;SARGENTO;behavior;False;national;BR;;annual;peak;DIA_DO_SARGENTO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;militar|esporte|lazer|saúde|defesa|futebol|diversão|cuidado;45.0;50.0
14/01/2026;Dia do Treinador de Futebol;treinador de futebol;TREINADOR_DE_FUTEBOL;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_TREINADOR_DE_FUTEBOL;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;futebol;45.0;50.0
14/01/2026;Dia de Vestir Seu Pet Com Roupa de Gente;vestir seu pet com roupa de gente;VESTIR_SEU_PET_COM_ROUPA_DE_GENTE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
15/01/2026;Dia do Adulto;adulto;ADULTO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
15/01/2026;Dia Mundial do Compositor;compositor;COMPOSITOR;behavior;False;national;BR;;annual;peak;DIA_MUNDIAL_DO_COMPOSITOR;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;arte|comportamental|música|maturidade;45.0;50.0
15/01/2026;Dia dos Adultos;dia dos adultos;DIA_DOS_ADULTOS;behavior;False;national;BR;;annual;peak;DIA_DOS_ADULTOS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;arte|comportamental|música|maturidade;45.0;50.0
15/01/2026;Dia Nacional do Jogo Limpo e de Combate ao Doping nos Esportes;jogo limpo e de combate ao doping nos esportes;JOGO_LIMPO_E_DE_COMBATE_AO_DOPING_NOS_ESPORTES;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
15/01/2026;Aniversário de Nova Iguaçu;nova iguacu;NOVA_IGUACU;politico_civico;1.0;municipal;RJ;Nova Iguaçu;anual;alto;D-7;sazonal;community;participe;Instagram|Facebook;carrossel|reels;orgulho_local|pertencimento|celebracao;75.0;65.0
15/01/2026;Dia de Santo Amaro;santo amaro;SANTO_AMARO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
16/01/2026;Dia Internacional da Comida Picante;comida picante;COMIDA_PICANTE;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
16/01/2026;Dia do Cortador de Cana-de-açúcar;cortador de cana de acucar;CORTADOR_DE_CANA_DE_ACUCAR;behavior;False;national;BR;;annual;peak;DIA_DO_CORTADOR_DE_CANA_DE_A_CAR;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|trabalhista|agricultura|rural;45.0;50.0
16/01/2026;Dia de São Marcelo, Papa;sao marcelo papa;SAO_MARCELO_PAPA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
17/01/2026;Aniversário da Emancipação do Ceará;aniversario da emancipacao do ceara;ANIVERSARIO_DA_EMANCIPACAO_DO_CEARA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;;50.0;50.0
17/01/2026;Dia dos Tribunais de Contas do Brasil;dia dos tribunais de contas do brasil;DIA_DOS_TRIBUNAIS_DE_CONTAS_DO_BRASIL;behavior;False;national;BR;;annual;peak;DIA_DOS_TRIBUNAIS_DE_CONTAS_DO_BRASIL;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;institucional|justiça|fiscalização|transparência;45.0;50.0
17/01/2026;Dia de Esquecer as Resoluções de Ano Novo;esquecer as resolucoes de ano novo;ESQUECER_AS_RESOLUCOES_DE_ANO_NOVO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
17/01/2026;Dia de Santo Antão;santo antao;SANTO_ANTAO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
18/01/2026;Dia do Esteticista;esteticista;ESTETICISTA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
18/01/2026;Dia Nacional do Krav Maga;krav maga;KRAV_MAGA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
18/01/2026;Dia da Manicure;manicure;MANICURE;behavior;False;national;BR;;annual;peak;DIA_DA_MANICURE;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|beleza|estética|cuidado;45.0;50.0
18/01/2026;Dia Internacional do Riso;riso;RISO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
18/01/2026;Dia da Universidade;universidade;UNIVERSIDADE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
19/01/2026;Dia do Cabeleireiro;cabeleireiro;CABELEIREIRO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
19/01/2026;Dia Oficial do Cabeleireiro;dia oficial do cabeleireiro;DIA_OFICIAL_DO_CABELEIREIRO;behavior;False;national;BR;;annual;peak;DIA_OFICIAL_DO_CABELEIREIRO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|saúde|culinária|beleza|terapia|gastronomia;45.0;50.0
19/01/2026;Expoplastripel;expoplastripel;EXPOPLASTRIPEL;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;plásticos|embalagens|varejo;60.0;50.0
19/01/2026;Dia do Passista;passista;PASSISTA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
19/01/2026;Dia Internacional do Queijo Quark;queijo quark;QUEIJO_QUARK;data_comemorativa;False;nacional;BR;;anual;pico;DIA_INTERNACIONAL_DO_QUEIJO_QUARK;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;gastronomia;45.0;50.0
19/01/2026;Dia de São Canuto;sao canuto;SAO_CANUTO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
19/01/2026;Dia do Terapeuta Ocupacional;terapeuta ocupacional;TERAPEUTA_OCUPACIONAL;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_TERAPEUTA_OCUPACIONAL;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;terapia;45.0;50.0
20/01/2026;Dia do Farmacêutico;farmaceutico;FARMACEUTICO;behavior;False;national;BR;;annual;peak;DIA_DO_FARMAC_UTICO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;profissão|saúde|natureza|medicina|maternidade|fauna;45.0;50.0
20/01/2026;Dia Nacional do Fusca;fusca;FUSCA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
20/01/2026;Dia da Parteira Tradicional;parteira tradicional;PARTEIRA_TRADICIONAL;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DA_PARTEIRA_TRADICIONAL;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;maternidade;50.0;50.0
20/01/2026;Dia do Pinguim;pinguim;PINGUIM;data_comemorativa;False;nacional;BR;;anual;pico;DIA_DO_PINGUIM;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;fauna;45.0;50.0
20/01/2026;Dia Mundial do Queijo;queijo;QUEIJO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
20/01/2026;Dia de São Sebastião;sao sebastiao;SAO_SEBASTIAO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
21/01/2026;Dia Nacional de Combate Intolerncia Religiosa;combate intolerncia religiosa;COMBATE_INTOLERNCIA_RELIGIOSA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;;50.0;50.0
21/01/2026;Dia do Esquilo;esquilo;ESQUILO;cultural;False;national;BR;;annual;peak;DIA_DO_ESQUILO;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;natureza|moda|religioso|fauna|vestuário|fé;60.0;65.0
21/01/2026;Dia Internacional do Moletom;moletom;MOLETOM;data_comemorativa;False;nacional;BR;;anual;pico;DIA_INTERNACIONAL_DO_MOLETOM;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;vestuário;60.0;65.0
21/01/2026;Dia Mundial da Religião;religiao;RELIGIAO;data_comemorativa;False;nacional;BR;;anual;pico;DIA_MUNDIAL_DA_RELIGI_O;sazonal;utilidade_publica;saiba_mais;Instagram|LinkedIn;carrossel|reels;fé;60.0;65.0
22/01/2026;Dia de Santo André;santo andre;SANTO_ANDRE;cultural;False;national;BR;;annual;peak;DIA_DE_SANTO_ANDR_;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;religioso|católico|santo;60.0;65.0
23/01/2026;Fiart - Feira Internacional de Artesanato;fiart feira internacional de artesanato;FIART_FEIRA_INTERNACIONAL_DE_ARTESANATO;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;artesanato|cultura|design;60.0;50.0
23/01/2026;Dia Internacional da Medicina Integrativa;medicina integrativa;MEDICINA_INTEGRATIVA;international;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DA_MEDICINA_INTEGRATIVA;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;saúde|internacional|medicina|holístico;45.0;50.0
23/01/2026;Dia de Santo Ildefonso;santo ildefonso;SANTO_ILDEFONSO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0
24/01/2026;Dia da Constituição;constituicao;CONSTITUICAO;behavior;False;national;BR;;annual;peak;DIA_DA_CONSTITUI_O;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;educação|institucional|previdência|ensino|direito|aposentadoria;45.0;50.0
24/01/2026;Dia Mundial da Cultura Africana e Afrodescendente;cultura africana e afrodescendente;CULTURA_AFRICANA_E_AFRODESCENDENTE;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0
24/01/2026;Dia Nacional dos Aposentados;dia nacional dos aposentados;DIA_NACIONAL_DOS_APOSENTADOS;behavior;False;national;BR;;annual;peak;DIA_NACIONAL_DOS_APOSENTADOS;sazonal;conteudo util|informacao|contexto do dia;Saiba mais;Instagram|LinkedIn;carrossel|reels;educação|institucional|previdência|ensino|direito|aposentadoria;45.0;50.0
24/01/2026;Dia Internacional da Educação;educacao;EDUCACAO;international;False;national;BR;;annual;peak;DIA_INTERNACIONAL_DA_EDUCACAO;sazonal;conteudo educativo|institucional|acao pratica;Saiba mais;Instagram|LinkedIn;carrossel|reels;educação|institucional|previdência|ensino|direito|aposentadoria;40.0;40.0
