date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint
2026-03-14,CONSUMER_DAY_2026 (janela pre | D-1),retail,varejo|promo|planejamento,BR,,,annual,75,86,CONSUMER_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-03-15,CONSUMER_DAY_2026,retail,varejo|promo|ecommerce,BR,,,annual,95,100,CONSUMER_DAY_2026,peak,national,oferta forte|prova social|escassez|comparativo,Comprar agora,MetaAds|GoogleAds,Dia pico,Gerador Edro (peak)
2026-03-16,CONSUMER_DAY_2026 (janela pos | D+1),retail,varejo|retencao|crm,BR,,,annual,60,50,CONSUMER_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-03-17,CONSUMER_DAY_2026 (janela pos | D+2),retail,varejo|retencao|crm,BR,,,annual,60,45,CONSUMER_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-03-18,CONSUMER_DAY_2026 (janela pos | D+3),retail,varejo|retencao|crm,BR,,,annual,60,40,CONSUMER_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-03-22,Dia Mundial da Agua,international,sustentabilidade|institucional,BR,,,annual,55,55,DIA_MUNDIAL_DA_AGUA,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-03-29,Aniversario de Curitiba,regional,regional|varejo|comunidade,BR,PR,Curitiba,annual,45,55,ANNIV_CURITIBA_2026,peak,city,orgulho local|historia|beneficios na regiao,Confira,Instagram|Facebook,Data municipal (expansivel por base plugavel),Curadoria regional (exemplo)
2026-03-29,Aniversario de Salvador,regional,regional|varejo|comunidade,BR,BA,Salvador,annual,45,55,ANNIV_SALVADOR_2026,peak,city,orgulho local|historia|beneficios na regiao,Confira,Instagram|Facebook,Data municipal (expansivel por base plugavel),Curadoria regional (exemplo)
2026-04-03,Sexta-feira Santa,official,varejo|familia,BR,,,annual,90,80,SEXTA_FEIRA_SANTA,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa)
2026-04-05,Pascoa,cultural,varejo|familia|chocolate,BR,,,annual,100,80,PASCOA,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa)
2026-04-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_04,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica)
2026-04-07,Dia Mundial da Saude,international,saude|institucional,BR,,,annual,50,50,DIA_MUNDIAL_DA_SAUDE,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-04-21,Tiradentes,official,all|institucional|varejo,BR,,,annual,85,60,TIRADENTES,peak,national,mensagem institucional|servico|horarios|comunidade,Saiba mais,Instagram|LinkedIn,Feriado nacional,Feriados nacionais (Brasil)
2026-04-22,Dia da Terra (Earth Day),international,sustentabilidade|institucional,BR,,,annual,55,55,DIA_DA_TERRA_EARTH_DAY_,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-04-26,MOTHERS_DAY_2026 (janela pre | D-14),retail,varejo|promo|planejamento,BR,,,annual,80,60,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-04-27,MOTHERS_DAY_2026 (janela pre | D-13),retail,varejo|promo|planejamento,BR,,,annual,80,62,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-04-28,MOTHERS_DAY_2026 (janela pre | D-12),retail,varejo|promo|planejamento,BR,,,annual,80,64,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-04-29,MOTHERS_DAY_2026 (janela pre | D-11),retail,varejo|promo|planejamento,BR,,,annual,80,66,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-04-30,MOTHERS_DAY_2026 (janela pre | D-10),retail,varejo|promo|planejamento,BR,,,annual,80,68,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-01,Dia do Trabalho,official,all|institucional|varejo,BR,,,annual,90,85,DIA_DO_TRABALHO,peak,national,mensagem institucional|servico|horarios|comunidade,Saiba mais,Instagram|LinkedIn,Feriado nacional,Feriados nacionais (Brasil)
2026-05-01,MOTHERS_DAY_2026 (janela pre | D-9),retail,varejo|promo|planejamento,BR,,,annual,80,70,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-02,MOTHERS_DAY_2026 (janela pre | D-8),retail,varejo|promo|planejamento,BR,,,annual,80,72,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-03,MOTHERS_DAY_2026 (janela pre | D-7),retail,varejo|promo|planejamento,BR,,,annual,80,74,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-04,MOTHERS_DAY_2026 (janela pre | D-6),retail,varejo|promo|planejamento,BR,,,annual,80,76,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-05,MOTHERS_DAY_2026 (janela pre | D-5),retail,varejo|promo|planejamento,BR,,,annual,80,78,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_05,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica)
2026-05-06,MOTHERS_DAY_2026 (janela pre | D-4),retail,varejo|promo|planejamento,BR,,,annual,80,80,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-07,MOTHERS_DAY_2026 (janela pre | D-3),retail,varejo|promo|planejamento,BR,,,annual,80,82,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-08,MOTHERS_DAY_2026 (janela pre | D-2),retail,varejo|promo|planejamento,BR,,,annual,80,84,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-09,MOTHERS_DAY_2026 (janela pre | D-1),retail,varejo|promo|planejamento,BR,,,annual,80,86,MOTHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-10,MOTHERS_DAY_2026,retail,varejo|promo|ecommerce,BR,,,annual,100,100,MOTHERS_DAY_2026,peak,national,oferta forte|prova social|escassez|comparativo,Comprar agora,MetaAds|GoogleAds,Dia pico,Gerador Edro (peak)
2026-05-11,MOTHERS_DAY_2026 (janela pos | D+1),retail,varejo|retencao|crm,BR,,,annual,65,50,MOTHERS_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-05-12,MOTHERS_DAY_2026 (janela pos | D+2),retail,varejo|retencao|crm,BR,,,annual,65,45,MOTHERS_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-05-13,MOTHERS_DAY_2026 (janela pos | D+3),retail,varejo|retencao|crm,BR,,,annual,65,40,MOTHERS_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-05-29,VALENTINES_BR_2026 (janela pre | D-14),retail,varejo|promo|planejamento,BR,,,annual,75,60,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-30,VALENTINES_BR_2026 (janela pre | D-13),retail,varejo|promo|planejamento,BR,,,annual,75,62,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-05-31,VALENTINES_BR_2026 (janela pre | D-12),retail,varejo|promo|planejamento,BR,,,annual,75,64,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-01,VALENTINES_BR_2026 (janela pre | D-11),retail,varejo|promo|planejamento,BR,,,annual,75,66,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-01,JUNE_FESTS_2026 (janela),cultural,varejo|alimentos|regional,BR,,,annual,55,55,JUNE_FESTS_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal)
2026-06-02,VALENTINES_BR_2026 (janela pre | D-10),retail,varejo|promo|planejamento,BR,,,annual,75,68,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-03,VALENTINES_BR_2026 (janela pre | D-9),retail,varejo|promo|planejamento,BR,,,annual,75,70,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-04,Corpus Christi,official,varejo|turismo|institucional,BR,,,annual,80,55,CORPUS_CHRISTI,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa)
2026-06-04,VALENTINES_BR_2026 (janela pre | D-8),retail,varejo|promo|planejamento,BR,,,annual,75,72,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-05,VALENTINES_BR_2026 (janela pre | D-7),retail,varejo|promo|planejamento,BR,,,annual,75,74,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-05,Dia Mundial do Meio Ambiente,international,sustentabilidade|institucional,BR,,,annual,65,65,DIA_MUNDIAL_DO_MEIO_AMBIENTE,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais
2026-06-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_06,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica)
2026-06-06,VALENTINES_BR_2026 (janela pre | D-6),retail,varejo|promo|planejamento,BR,,,annual,75,76,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-07,VALENTINES_BR_2026 (janela pre | D-5),retail,varejo|promo|planejamento,BR,,,annual,75,78,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-08,VALENTINES_BR_2026 (janela pre | D-4),retail,varejo|promo|planejamento,BR,,,annual,75,80,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-09,VALENTINES_BR_2026 (janela pre | D-3),retail,varejo|promo|planejamento,BR,,,annual,75,82,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-10,VALENTINES_BR_2026 (janela pre | D-2),retail,varejo|promo|planejamento,BR,,,annual,75,84,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-11,VALENTINES_BR_2026 (janela pre | D-1),retail,varejo|promo|planejamento,BR,,,annual,75,86,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-06-12,VALENTINES_BR_2026,retail,varejo|promo|ecommerce,BR,,,annual,95,100,VALENTINES_BR_2026,peak,national,oferta forte|prova social|escassez|comparativo,Comprar agora,MetaAds|GoogleAds,Dia pico,Gerador Edro (peak)
2026-06-13,VALENTINES_BR_2026 (janela pos | D+1),retail,varejo|retencao|crm,BR,,,annual,60,50,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-06-14,VALENTINES_BR_2026 (janela pos | D+2),retail,varejo|retencao|crm,BR,,,annual,60,45,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-06-15,VALENTINES_BR_2026 (janela pos | D+3),retail,varejo|retencao|crm,BR,,,annual,60,40,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela)
2026-07-01,JULY_VACATION_2026 (janela),seasonal,varejo|turismo|entretenimento,BR,,,annual,60,60,JULY_VACATION_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal)
2026-07-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_07,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica)
2026-07-26,FATHERS_DAY_2026 (janela pre | D-14),retail,varejo|promo|planejamento,BR,,,annual,75,60,FATHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-07-27,FATHERS_DAY_2026 (janela pre | D-13),retail,varejo|promo|planejamento,BR,,,annual,75,62,FATHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-07-28,FATHERS_DAY_2026 (janela pre | D-12),retail,varejo|promo|planejamento,BR,,,annual,75,64,FATHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
2026-07-29,FATHERS_DAY_2026 (janela pre | D-11),retail,varejo|promo|planejamento,BR,,,annual,75,66,FATHERS_DAY_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela)
